Global Rank;Institution;Country;Sector;Best Country Quartile,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3361,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3362,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3363,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3364,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3365,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3366,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3367,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3368,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3369,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3370,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3371,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3372,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3373,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3374,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3375,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3376,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3377, Sokoto *;NGA;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3378,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3379,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3380,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3381,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3382,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3383,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3384,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3385,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3386,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3387,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3388,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3389,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3390,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3391,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3392,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3393,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3394,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3395,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3396,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3397,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3398,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3399,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3400,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3401,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3402,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3403,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3404,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3405,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3406,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3407,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3408, Kearney;USA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3409,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3410,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3411,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3412,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3413,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3414,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3415, Chile;CHL;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3416,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3417,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3418,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3419,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3420,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3421,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3422, Russian Federation;RUS;Companies;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3423,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3424,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3425,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3426,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3427,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3428,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3429,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3430,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3431,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3432,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3433,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3434,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3435,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3436,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3437,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3438,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3439,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3440,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3441,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3442, Ciencia e Tecnologia de Minas Gerais;BRA;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3443,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3444,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3445,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3446,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3447,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3448,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3449,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3450,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3451,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3452,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3453,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3454,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3455,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3456, Thiruvananthapuram;IND;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3457,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3458,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3459,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3460,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3461,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3462,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3463,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3464,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3465, India;IND;Companies;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3466,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3467,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3468,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3469,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3470, Science and Technology;PAK;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3471,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3472,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3473,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3474,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3475,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3476, Najaf;IRQ;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3477,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3478,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3479,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3480,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3481,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3482,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3483,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3484,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3485,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3486,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3487,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3488,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3489,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3490,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3491,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3492,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3493,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3494, Caracas;VEN;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3495,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3496, Plovdiv;BGR;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3497,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3498,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3499,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3500,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3501,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3502,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3503,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3504,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3505,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3506,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3507,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3508,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3509,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3510,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3511,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3512,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3513,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3514,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3515,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3516,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3517,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3518,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3519,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3520,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3521, Gynecology and Perinatology;RUS;Health;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3522,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3523,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3524,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3525,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3526,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3527,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3528,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3529,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3530,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3531, Arak Branch;IRN;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3532,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3533,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3534,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3535,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3536,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3537, Najafabad Branch;IRN;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3538,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3539,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3540,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3541,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3542,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3543,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3544,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3545,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3546,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3547,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3548, Barcelona;ESP;Health;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3549,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3550,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3551,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3552,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3553,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3554,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3555,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3556,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3557,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3558,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3559,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3560,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3561,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3562,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3563,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3564,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3565,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3566, Green Bay;USA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3567,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3568,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3569,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3570,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3571,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3572,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3573,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3574,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3575,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3576,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3577,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3578,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3579,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3580,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3581,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3582,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3583,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3584,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3585,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3586,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3587,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3588,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3589,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3590,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3591,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3592,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3593,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3594,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3595,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3596, Brazil;BRA;Companies;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3597,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3598,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3599,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3600,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3601,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3602,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3603,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3604, Bangladesh;BGD;Universities;4,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3605,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3606,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3607,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3608,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3609,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3610,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3611,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3612,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3613,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3614,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3615,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3616,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3617,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3618,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3619,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3620,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3621,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3622,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3623,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3624,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3625,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3626,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3627,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3628,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3629,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3630,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3631,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3632,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3633,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3634,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3635, Kolkata;IND;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3636,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3637,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3638,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3639,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3640,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3641,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3642,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3643,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3644,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3645,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3646,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3647,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3648, Chandigarh;IND;Health;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3649,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3650,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3651,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3652,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3653,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3654,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3655,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3656,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3657,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3658,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3659,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3660,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3661,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3662,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3663,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3664,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3665,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3666,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3667,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3668,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3669, Winneba;GHA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3670,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3671,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3672,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3673,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3674,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3675,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3676,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3677,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3678,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3679,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3680,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3681,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3682,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3683,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3684,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3685,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3686,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3687,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3688,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3689, Ciencia e Tecnologia do Parana;BRA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3690,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3691,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3692,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3693,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3694,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3695,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3696,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3697,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3698,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3699,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3700,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3701,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3702,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3703,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3704,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3705,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3706, Himachal Pradesh;IND;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3707,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3708,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3709,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3710,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3711,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3712,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3713, Bulawayo;ZWE;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3714,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3715,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3716,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3717,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3718,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3719,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3720,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3721,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3722,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3723,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3724,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3725,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3726,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3727,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3728,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3729,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3730,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3731,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3732,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3733,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3734,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3735,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3736,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3737,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3738,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3739,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3740,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3741,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3742,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3743, Ludhiana;IND;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3744, Ciencia e Tecnologia de Pernambuco;BRA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3745,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3746,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3747,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3748,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3749, Medizinische Informatik und Technik;AUT;Universities;4,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3750,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3751,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3752,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3753,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3754,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3755,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3756,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3757,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3758,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3759,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3760,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3761, Germany;DEU;Companies;4,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3762,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3763,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3764,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3765,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3766,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3767,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3768,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3769,,,,
